train,test,model,median,p95,max,mean,n
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,6.431,9.669,11.908,6.066,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,1.429,2.928,5.927,1.549,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,2.822,5.143,8.456,2.938,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,5.925,10.54,13.321,6.052,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,3.456,9.046,14.819,4.181,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,2.712,5.469,10.275,2.932,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,2.465,7.585,22.19,3.108,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,0.823,2.02,3.668,0.93,1485
IFRA-wb-TagesA_147_2_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,3.39,8.052,16.693,3.909,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,1.97,3.642,6.3,2.09,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,5.208,8.462,11.971,5.156,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,1.949,3.69,6.384,2.085,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,6.384,9.753,12.147,6.077,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,1.458,3.146,6.383,1.599,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,2.716,5.065,8.642,2.862,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,5.849,10.449,13.469,6.006,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,3.335,9.059,14.951,4.143,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,2.734,5.606,10.687,2.983,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,2.385,7.297,21.12,2.993,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,0.841,2.137,3.768,0.955,1485
IFRA-wb-TagesA_147_wb-CMYK,IFRA-wb-marca_133_wb-CMYK,gaussian_process,3.493,8.068,16.402,4.005,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Age_64a_wb-CMYK,gaussian_process,3.011,5.025,9.464,3.105,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Arena_111_wb-CMYK,gaussian_process,2.777,5.415,9.11,2.94,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Dnvk_131_wb-CMYK,gaussian_process,2.719,4.975,10.708,2.881,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-GratN_90_wb-CMYK,gaussian_process,4.182,7.356,9.655,4.122,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Mbd_103a_wb-CMYK,gaussian_process,3.684,5.561,8.116,3.748,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-NordK_92a_wb-CMYK,gaussian_process,5.191,7.862,10.126,5.196,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-PressJ_158_wb-CMYK,gaussian_process,7.888,12.525,15.663,7.912,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-RZPOI_125_2_wb-CMYK,gaussian_process,4.694,9.629,15.63,5.129,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-SudK_99_2_wb-CMYK,gaussian_process,5.333,8.422,11.855,5.328,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-Sudz_100_wb-CMYK,gaussian_process,4.248,10.049,29.788,4.886,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-TagesA_147_2_wb-CMYK,gaussian_process,3.611,5.753,8.002,3.712,1485
IFRA-wb-marca_133_wb-CMYK,IFRA-wb-TagesA_147_wb-CMYK,gaussian_process,3.684,5.674,7.814,3.789,1485
